obscene,comment_text
0,"""
In DC?  I'm not sure - but then, this town tends to be a bit prudish.  He seems to have fallen a bit flat generally, but I don't know why - it's not like American audiences haven't seen him before.  I wasn't watching - Downton Abbey was on Masterpiece Theatre. Che dicono a Signa?Lo dicono a Signa. """
0,"Thank you, . —  Talk/Stalk"
0,"""== Thanks again! ==

Wow! Thank you so much, Plumcouch. See, this was the problem: I couldn't exactly understand the copyright policy and which information to provide, so I tried something random. Your message was an extremely big help, and I will try to find a suitable picture withing a few days. Once again, thank you!
By the way, can you teach me how to put pictures on articles properly, so in the future I won't need to come begging for help? If I am getting a bit annoying, please tell me so I don't bug you; I know this was probably troublesome for you, so thank you, thank you, thank you!

Guess my Name Contest
You have been invited to participate in the:

GUESS MY NAME CHALLENGE

(Try to guess my name and put it in my Talk Page under the section Guess My Name)
Guess my first name.Contest ends June 16, 2006.
 

 Stop being a power freak 

Hi Plumcouch,

Although you are not an administrator, you seem to be a self-styled Wikipedia policeman.  I don't understand why you have been going around giving people strict instructions on what to write and what not to write.  For the Aamir Khan and Vidya Balan pages, you insist on not having links to fansites.  I don't understand why.  If you want the power of an administrator, become an administrator.  Don't take the law into your own hands.

Administrators are not the law. Admins are normal users with more abilities. See here: []

Fan sites are a big problem. First of all, most of them violate copyright laws by displaying pictures which don't have proper copyright information and strictly, those pages are not allowed to display them. If anther page (like Wikipedia) links them, Wiki can get into trouble and with it the entire project. Also, if you add one fansite, you have to add them all. Wiki is no linkfarm and not there to improve people's traffic. Add content instead of links.

Regarding the Meera Jasmine page, you are exceptionally rigid about what belongs in the page and what does not.  You want a citation for everything, and you claim that a lot of the information is not relevant on the page.  Do you want us to say """"Meera Jasmine is an Indian actress"""", immediately put up a citation, scan a copy of her birth certificate and put it up there just to prove that she exists?

I don't doubt she's an actress. Google has various entries on her to prove that. If someone claims she's a devotee of Ganesha, movie xyz has been a mega-super successful film, it would be nice to add citations so you can identify such claims as not merely fangush or rumour which is very common on actor/actress pages. Lots of actor/actress sites don't have references and I admit that's still a big problem.

In the Filmography, I don't understand why you say the director and the co-star belongs in the movie's entry and not in Meera Jasmine's entry.  I'm sure you understand that the career of every actor or actress is shaped by the number of big names he/she works with, and it is a reflection of the actor's career.  So the info certainly belongs to the Meera Jasmine entry.

""""Big names"""" is a very controversial topic. What's big name? Is a big name still big compared to international directors/actors like Tom Cruise or Steven Spielberg? Furthermore there have been problems with citing co-stars and directors to show that actor xyz is """"greater"""" than actor abc. If you follow the edit history of actors Ajith and Joseph Vijay, you'll find a good example. In order to stop people and fans from these kind of edit wars, I think it's better to keep filmographies as simple as possible - else, things can easily be mistaken as fangush or hero glorification. Also, most actor/actress pages in the Indian Cinema Project have filmographies with just the roles and the movie - it was universally agreed upon and no one of the participants wanted to change that. If you insist upon changing the way articles at the Project should be written, you can make a formal proposal here: .

And why do you insist on creating links to pages that do not exist, such as the movie pages which do not exist?  If you insist on creating a link, you make sure the link points to something, and if a page does not exist, create the page first before pointing to it.

If you have a red link (one without an article behind it), people easily identify it as such and are generally more easily motivated to click on that link and create the article if they have seen the movies. Those red li"
0,"(UTC)

[Scriptural Evidence] Volume 7, Book 62, Number 64: Sahih Bukhari [the most venerated and authentic Islamic source] Narrated 'Aisha: that the Prophet married her when she was six years old and he consummated his marriage when she was nine years old, and then she remained with him for nine years (i.e. till his death).72.225.231.210  20:16, 26 July 2009"
0,"It does not look excesive to me, by any means. Even looking through the history, it looks as though it's nothing that's not able to be controlled. That's just my opinion though. ~"
0,"""

 Can you help? 

Sorry to be bugging you again, and Happy New Year!  I've been trying to update the Greg Kurstin production discography and I keep messing up the formatting.  (I'm seriously dyslexic.)   Can you help?  He produced, engineered, and co-wrote """"Battle Cry"""" (featuring Sia Furler) and """"Dirty Gold"""" from Angel Haze's new album Dirty Gold. Here's the AllMusic ref:   Thanks in advance, and if you're ever in LA and want to tutor a dyslexic...:)  Julie   

"""
0,Where was I canvassed to revert?
0,"""

 YO 
""""edit war"""" ...sure. it is so common of wikipedia users to hold their opinion above others without looking into an issue.
first of all, the commentators listed are not selected for being the most popular, their are other more popular commentators that are unlisted.
secondly, all the commentators listed are all part of the sc2gg network which leads me further to beleive that their is a large bias by the person adding them in. sc2gg has put money into advertising and this could be one of their strategies.
Thirdly, de bivort treats that article like a baby and will not accept any change even if its correct."""
0,"Racist? on what basis are you calling this racist, no logic and commonsense. And to think you've removed that information has been for an month already. Who gave you the right to replace facts with references. The facts all here, it even mentioned Native americans are Proto-Mongoloids, there's absolutely no reason for other than deliberaty moved it, other than blocking the information on purpose .  http://en.wikipedia.org/wiki/Mongoloid#Proto-Mongoloids
（Talk） 10:42, 29 2012 March 2012(UTC)"
0,"That is certainly true. However, the protests mainly highlight the particular aspects of Carroll's addiction research that tend to draw sympathy. If her research stopped then attention would probably be diverted to other research using animal models, particularly research on monkeys, but would this drop the protests below our threshold of notability? IINANS, but the addiction research aspects of her experimentation seem to be quite unique and important on their own, possibly more so than other primate research ongoing in UMN's NeuroSci and CogSci departments."
0,"""

Thanks! Done again, I think. The septic system assumption is correct, but I was unsure how exactly to spell that out since the source says """"44% have sewerage system connections"""" and """"public sewerage systems and septic tank systems are in use"""".  """
0,"Pay-as-you-go tax 

It's mentioned in the lede, but neither here nor in Pay-as-you-go tax are the differences between pay-as-you-earn and pay-as-you-go explained. If they are practically the same the articles should be merged."
0,"I just can't handle Roger following every detail of everything I do. I can read my own log. I don't need him reminding me. Why does he need to single me out? Does he not have anything else to do? As god as my witness, I will never dontate to Wikipedia again. I will never advise anyone come here, and upset Roger. And the great job he is doing at making people lose their freaking minds!!!!!"
0,Chris Gardner has responded to your comments at Talk:Bill Haley. Please don't try to convince me that Pompilli's first name was spelled anything other than Rudy or Rudolph. I've seen his funeral notice and Chris got his spelling directly from Rudy's birth certificate. So there is confirmation from both ends of the man's life.
0,"I actualy agree with you. This is one of their fiew if not only song that could be classified as speed metal/hardcore punk. HOWEVER, one song does not make the band metal/punk."
0,"None of the actors looked like athletes let alone world-class olympians and none of them looked as if they'd been trained in athletics for the film. I mean a a dyed blond-haired young Nigel Havers, wimpy body and everything, an athlete?"
0,"Okay, I'll give it another whirl via email.  If worst comes to worst, i.e. if I do not get a reply soon, than I can always just use new accounts if I am ignored and that way it will just keep those who have been stalking me tied down/busy chasing me around rather than trying to delete content.  Take care!"
0,"""Reverted. """"Insurgency"""" is completely improper in this context. Provisional government was something very weak. It was hit from both sides: monarchists and bolsheviks. What bolsheviks did in October was it all respects similar to a palace coup: they simply beheaded the state. Concerning the formal applicability, you are advised to know that before the October there country was in the state of so-called """"double power"""" (""""dvoevlastie""""): upper echelon was Provisionary Government, local power mostly in the hands of Soviets. And the majority in Soviets were Mensheviks, by the way. And this is a traditionally used term, although criticized. So please stop playing semantic games. mikka (t) 

"""
0,"Actually, the universe only has one set of laws.  It's just that under different conditions, different portions of the laws become the dominant force.  Scientists tend to simplify things by only using and studying those portions of the laws that are dominant for any given set of conditions.  This leads to the appearance that  quantum physics, Newtonian physics, and general relativity are three different sets of laws."
0,"""

 Oobi started in 2004? 
A month ago, On the list of episodes, I saw that someone put the airdate January 1, 2004 for """"Dance!"""", Oobi's first episode. I know that this is not true, because even TVGuide.com states it premiered April 7, 2003. I am pretty sure whatever website said it started on January 1, 2004, is obviously not a reliable source. So did it start in 2003 or 2004? 71.64.6.46  """
0,"Network neutrality 

The TBL excerpt is on youtube video, which appears to be cut from the savetheinternet video. They wouldn't care at all.

I claim this is fair use, and we are simply linking to a report on what TBL has said.

I would imagine we would also have immense protection from Google itself- it's in their business interests to ensure that that video stay up on the web.

It's so ridiculously unlikely that the wikipedia could get into any trouble over this link."
0,"""

Beethoven and Romanticism

The article currently states """"If we consider the Romantic movement as an aesthetic epoch in literature and the arts generally, Beethoven sits squarely in the first half along with literary Romantics such as the German poets Goethe and Schiller"""".  From my limited understanding of the history of German literature, neither Goethe or Schiller are considered to be part of the Romantic movement, and therefore this statement is incorrect.   """
0,"Quotes in the lead are a bad idea. They go against summary style. Why just single out that particular quote, for instance? Please consider removing it."
0,who has provided a WP:RS in English (or translated into English) for this contention
0,The above user is suspected to be a sockpuppet of the thick skinned
0,Ok i've calm down already and can you warn  not to harass me again with nonsense talk because that causes me to go into furious mode when i don't like it. 75.47.147.40
0,"OK, but ALoan has done several blocks, you'll have to tell me the whole message. Did it mention a blocked username? And also, have you been editing from a name accoount?  | talk ."
0,"Alright, thanks anyway though. Yeah, modern music articles get edited so infrequently that plagiarism often isn’t caught quickly."
0,"""
Hi there, I noticed your comments on Tim's Talk page (""""Deleting homeopathy from mainstream articles"""") and thought I'd offer my two cents, although I'm probably going to regret this ) You mean the final product does not verifiably contain [...], right? ;) Wasn't the plant/whatever material used in some stage of preparation? FWIW, I do think such mentions are relevant and harmless, and I don't think this constitutes advertising of homeopathy.  (t·c) """
0,"The lead should be able to stand alone as a concise overview of the article. It should define the topic, establish context, explain why the subject is interesting or notable, and summarize the most important points—including any notable controversies. The emphasis given to material in the lead should roughly reflect its importance to the topic, according to reliable, published sources (emph added)  As a rough estimate, of the ~500 references of Koenig, ~100 have been since his disappearance in January. And I am willing to bet that there will be scant few pieces of coverage of him and his work in the future which do not include coverage of his death. On what do you base your claim that his death and disappearance are negligable importance to the topic of his life? MM 207.69.139.137"
0,"""called """"forging evidence""""by British media  """
0,"Just the way it works here, and I think it proves my point.  Fatuorum"
0,"Unable to heal?
In blood money if you bought medicine (painkillers or adrenaline shots)."
0,"""

{| style=""""border-spacing:8px;margin:0px -8px"""" width=""""100%""""
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #084080; background-color:#F5FFFA; vertical-align:top;color:#000000;font-size: 85%""""|
  Hello Rockhurst singer! Welcome to Wikipedia! Thank you for your contributions. If you decide that you need help, check out Wikipedia:Where to ask a question, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Please remember to sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Finally, please do your best to always fill in the edit summary field. Below are some recommended guidelines to facilitate your involvement. Happy Editing!   
{| style=""""border-spacing:8px;margin:0px -8px"""" width=""""100%""""
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
 Getting Started Wikipedia Tutorial
 How to edit a page
 The five pillars of Wikipedia
 Manual of Style
 Be bold in editing
 How to write a great article
 WikiProjects Getting your info out there Cite your sources
 Neutral Point of View
 Point of View
 Verifiability
 Uploading images
 Image use policy Getting more Wikipedia rules Policy Library
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
{| width=""""100%"""" cellpadding=""""2"""" cellspacing=""""5"""" style=""""vertical-align:top; background-color:#F5FFFA""""
! Getting Help
|-
|style=""""color:#000""""|
 New contributors' help page
 Where to ask a question
 Help Desk
 Frequently Asked Questions
|-
! Getting along
|-
|style=""""color:#000""""|
 Wikiquette
 Civility
 Sign your posts
 Wikipedians
 Conflict resolution
|-
!"
0,"this section 

this section is the wall of haters of turkish people, and it has nothing to do with them. i live in istanbul for 30 years and i have never heard about anatolianism or something like that. dear jimbny and others please drop the hate..."
0,"""I have copied and paste here a relevant section from the """"non negotiable"""" policy, VERIFY:.
One of the keys to writing good encyclopedia articles is to understand that they must refer only to facts, assertions, theories, ideas, claims, opinions, and arguments that have already been published by reputable publishers."""
0,Hey... Dont add any crap you like... agarwals are not Dravidian. Wikipedia's standards atr going t o the dogs..  there were many inaccuracies there 117.211.90.154
0,"Grotte du Lazaret
Hi Phaldo, if you could you outline what you felt needed a cleanup on the Grotte du Lazaret page I would be pleased to address your concerns about the article text. Best wishes"
0,"Nice move, really. I'm the uncooperative here? You equalize this edit of mine  with Gabr-el's ? And I get 48 hours and he 24? And you call it filibustering? Are you kidding me? I wrote ONE sentence to make a point. And you call it filibustering? Nice move indeed. Seems  isn't the only corrupt admin in this corrupt place."
0,"The above vote does not count unless it is signed.  Anyway, what one might use to get to this article is immaterial to what the title, since that can all be handled with redirects.  Where the title matters is in specifying to the reader the most common name used to refer to the subject of the article."
0,"It's not just Beckenham library, it's all London libraries.  And they're hard blocked, so you cannot create an account, nor edit from one. - 82.198.250.6"
1,"Ian Black - Caley 

Have you seen Ian Black play. His irractic and life endagering challenges on Dunfermline and Rangers players, show he is an actual fucking nutter. He was when he played for the Blackburn youth team and he still is."
0,"I am really shocked that this article was not written by the herself.  Whether I'm right, or whether the article is just bad, is to be seen.  85.178.124.147"
0,"""Interesting, so you have read this, but you refuse to respond to the accusations you know them to be highly merititious.  I'm still trying to figure out the appropriate channels to figure out how to """"prosecute"""" an arbitrator abuse case, but until then, I'd be VERY interested to hear your defense, since you've not ever attempted to make a single one beyond vague, general accusations.  I think I may open a Request for Arbitrartion against you if necessary, but obviously that's problematic when you're dealing with arbitrarors who made the error in question.   

"""
0,"Political Section

Makes reference to Hiliary and Obama in a way that can be construed as negative.  I recommened deleting the names of the two.  I would do it myself, but the Temple University WLAN won't allow it for some reason."
0,"""

 Hey Jerk 

""""You need to read the editnotice"""", well I did stupid.  You don't have to be a jerk about it, loser."""
0,"Really philknight? This is the first time I've gotten into a dispute with anybody on wikipedia, I was not the only one to use insults (although mine were better ;) ), and I've made a promise that I'll never insult anybody again even if they insult me first. If you were to unblock me and I were to break a rule again, I would then not contest your decision to indefinitely block me. However, as it is right now, I feel that this is being very excessive; a user whose been posting for several years getting indefinitely banned for a short conflict with another user whose insults he has since recanted. Please give me a chance."
0,"""

Deleting Misleading Account of Chronology from Intro.

The article's Introduction until now said of Life and Fate: """"The book remained censored by Nikita Krushchev after Stalin's death"""".   This gets the timing wrong.  Stalin died in 1953.  Grossman only submitted his manuscript for publication by 1960 (some sources suggest it was actually completed in 1959).  So the drama over its possible publication within the USSR all occurred on Kruschev's watch (Grossman actually died a matter of days before Kruschev's fall from power).  """
0,"""::::::: My response wasn't intended to distract from IAS readings or scanning in general, it was just meant to show that even during the last NTSB briefings, the relationship between A/T state and FD mode was explicitly highlighted, which isn't to suggest that anything failed - but rather that """"human factors"""" seem to have been an issue here, like you say - that still doesn't explain how 3 pilots managed not to monitor airspeed sufficiently, unless instrument readings were way off, which we have no reason to believe ATM, however this is something that was explicitly mentioned as a possibility by ALPA, and the NTSB still didn't evaluate 2/3 of the FDR parameters: <>http://www.latimes.com/local/lanow/la-me-ln-asiana-pilot-blinded-crash-20130711,0,4824429.story
 * B777 FCTM
 * B777 FCOM
  

"""
0,"Yeah, well, when you guys saunter in and vandalize my talk page, removing the actual record, that's a personal attack, so don't whine when I have to defend myself against rogue admins and the like.  I've had enough of that BS.  You don't define what the rest of us expect of editors, and we don't appreciate you messing with us."
0,"P.P.S. Do you know Spanish so that you were able to read the abc.es?  If not, I would be glad to do a Q&D; translation for you ..."
0,testing user page (````)
0,"""

I went ahead and removed the """"Speedy delete"""" template and replaced it with a regular """"Delete"""" template.
If you want this page to avoid being deleted, I'd recommend showing a few independent sources. IMDB is a good start, and is one. How about People magazine, USA Today, CNN, or some other news source? If the person hasn't been mentioned in any of those, he's probably not notable enough to merit inclusion in Wikipedia.   """
0,"""

 Merry Christmas Sock! 

70px|left

 • TALK is wishing you Happy Holidays! This greeting (and season) promotes WikiLove and hopefully this note has made your day a little better. Spread the WikiLove by wishing another user Happy Holidays, whether it be someone you have had disagreements with in the past, a good friend, or just some random person. Happy New Year!    

Spread the cheer by adding  to their talk page with a friendly message."""
0,"Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. If you are stuck, and looking for help, please come to the Wikipedia Boot Camp, where experienced Wikipedians can answer any queries you have! Or, you can just type {{helpme}} on your user page, and someone will show up shortly to answer your questions.

Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Where to ask a question, ask me on my talk page. Again, welcome!   (call me collect) 

 WikiRaces 

Your page about WikiRaces doesn't belong in the article namespace, which is reserved for articles about verifiable topics that are mostly external to Wikipedia; internal fun and games should not be included in the article namespace, so I've moved it here:  (call me collect)"
0,"""
My prerogative.  

I have today's logs for #admins for the last few hours (since 15:52 UTC until now). I can categorically confirm that Giano was mentioned. However only once, and by me. Calling a fellow admin a coward, I bragged """" I'm a brave fool, who has gone toe to toe with Giano, Geogre, and SlimVirgin in my time"""" and no one else responded. That's it. Sorry Giano, it appears you were misinformed. Leaks are not always reliable.  """
0,Straw poll being conducted on Catholic Church talk page
0,"Re: You 

Your blocking me for no reason. I fell this is unfail and this is abuse and I will continue to fight untill fair actions are taken or until we come to an agreement. and as far as the policy goes, I have read it, have YOU red it lateley?"
0,"If it's true in every likely interpretation, then it's a good choice."
0,"The one-off characters, as they like to call them, are considered padding in Wikipedia, (trnslt: fancruft), and are usually therefore not considered worth noting. Family Guy has a wikia, though. Any information you want to give on the one-offs, just go there and see if it's not been already added, and if it isn't, then put it in. Just don't here."
1,Eater gothamist and gawker are the lowest tmz scandal gossip rags. Not reputable sources. These articles are written by famewhore troll douches.
0,""":::::::::::: Does it matter? Even if I don't know what Linotype are, what geek means, and even if someone at linotype invented the word """"caron"""", the most widely used word for this in linguistic literature, dictionaries etc. would be háček and caron is IT / typesetting indurstry newspeak. If the comments on the unicode page say clearly """"it should have been called hacek"""", I think that the situation is clear. ackoz  
"""
0,"""
Isn't House of Barcelona?
My understanding that the """"House of Aragon"""" of the Kingdom of Aragon went extinct after Petronila and was replaced with the """"House of Barcelona"""" of the newly formed (although anachronistically names) CROWN of Aragon.

Is this correct?
  """
0,"Antonio del Río]] - 18th century Spanish soldier who published a report on the Maya site of Palenque in 1822
 [["
